model,file_name,item_number,formula
gpt2,npi_src_any.json,37,( 5.72861385345459 < 5.752893447875977 ) & ( 3.65718936920166 < 4.8686323165893555 ) & ( 5.72861385345459 < 4.8686323165893555 )
gpt2,npi_src_any.json,38,( 5.787403106689453 < 5.750018119812012 ) & ( 5.670999526977539 < 5.7981767654418945 ) & ( 5.787403106689453 < 5.7981767654418945 )
gpt2,reflexive_prep_fem.json,1,( 8.1947021484375 < 6.316955089569092 ) & ( 4.268421649932861 < 7.625210285186768 )
gpt2,reflexive_prep_fem.json,2,( 8.095597267150879 < 6.119256019592285 ) & ( 4.093140125274658 < 7.115478992462158 )
gpt2,reflexive_prep_fem.json,5,( 3.5250914096832275 < 3.0812437534332275 ) & ( 1.0594334602355957 < 5.055511951446533 )
gpt2,reflexive_prep_fem.json,6,( 7.929843902587891 < 5.918788909912109 ) & ( 6.506133079528809 < 9.426077842712402 )
gpt2,reflexive_prep_fem.json,7,( 7.018130302429199 < 6.567507743835449 ) & ( 6.527912139892578 < 8.564868927001953 )
gpt2,reflexive_prep_fem.json,8,( 5.874433517456055 < 5.616117477416992 ) & ( 2.9924802780151367 < 6.509005546569824 )
gpt2,reflexive_prep_fem.json,9,( 7.534296035766602 < 6.404787063598633 ) & ( 3.421553611755371 < 7.719130516052246 )
gpt2,reflexive_prep_fem.json,10,( 9.429807662963867 < 9.192136764526367 ) & ( 8.676290512084961 < 9.718160629272461 )
gpt2,reflexive_prep_fem.json,11,( 4.070350170135498 < 4.0375285148620605 ) & ( 2.021061897277832 < 4.5619707107543945 )
gpt2,reflexive_prep_fem.json,13,( 8.039785385131836 < 7.274168491363525 ) & ( 6.350549697875977 < 9.38060188293457 )
gpt2,reflexive_prep_fem.json,14,( 7.230856895446777 < 6.740584373474121 ) & ( 5.652749061584473 < 8.441658973693848 )
gpt2,reflexive_prep_fem.json,15,( 7.920393943786621 < 7.445197105407715 ) & ( 3.8770623207092285 < 8.343423843383789 )
gpt2,reflexive_prep_fem.json,16,( 7.824792385101318 < 6.395402431488037 ) & ( 4.196629047393799 < 8.49551010131836 )
gpt2,reflexive_prep_fem.json,17,( 11.031754493713379 < 8.983063697814941 ) & ( 7.735356330871582 < 11.631932258605957 )
gpt2,reflexive_prep_fem.json,19,( 3.074207067489624 < 1.9123494625091553 ) & ( 0.8680844902992249 < 3.4470067024230957 )
gpt2,fgd-embed3.json,1,(7.007745265960693>7.153395891189575) & (14.268021643161774<14.59148970246315)
gpt2,fgd-embed3.json,4,(6.424809217453003>6.525238513946533) & (11.852338433265686<11.805614948272705)
gpt2,fgd-embed3.json,9,(10.750863075256348>10.677595138549805) & (14.858526170253754<14.853300929069519)
gpt2,fgd-embed3.json,11,(7.100037932395935>6.050092935562134) & (17.322382926940918<16.73978900909424)
gpt2,fgd-embed3.json,14,(10.681812286376953>10.979640483856201) & (15.094576835632324<15.396043300628662)
gpt2,subordination.json,9,(10.791332244873047 > 10.823918342590332 ) & (42.43657272309065 < 47.15350732207298 )
gpt2,reflexive_prep_masc.json,2,( 6.203164100646973 < 6.119256019592285 ) & ( 4.093140125274658 < 5.494598865509033 )
gpt2,reflexive_prep_masc.json,6,( 6.897403717041016 < 5.918788909912109 ) & ( 6.506133079528809 < 7.940909385681152 )
gpt2,reflexive_prep_masc.json,7,( 5.237826347351074 < 6.567507743835449 ) & ( 6.527912139892578 < 6.128353118896484 )
gpt2,reflexive_prep_masc.json,10,( 7.464963436126709 < 9.192136764526367 ) & ( 8.676290512084961 < 8.652639389038086 )
gpt2,cleft_modifier.json,2,(14.937977313995361-13.962547540664673)+((12.624809265136719+11.625788688659668)-(13.942710876464844+11.504651069641113))>0
gpt2,cleft_modifier.json,3,(8.707819938659668-8.246898174285889)+((12.868186950683594+6.371080160140991)-(14.633687973022461+5.636620998382568))>0
gpt2,cleft_modifier.json,36,(10.619761228561401-10.325203657150269)+((12.461983680725098+10.749320983886719)-(13.349854469299316+11.660319328308105))>0
gpt2,fgd_subject.json,4,(13.310815811157227 > 13.657671451568604 ) & (8.582712173461914 < 11.424201965332031 ) 
gpt2,fgd_subject.json,5,(18.79203176498413 > 20.165767908096313 ) & (7.948680877685547 < 14.096321105957031 ) 
gpt2,fgd_subject.json,6,(13.92189335823059 > 14.32581090927124 ) & (11.775850296020508 < 14.197781562805176 ) 
gpt2,fgd_subject.json,7,(13.382649660110474 > 13.76874828338623 ) & (6.685669422149658 < 10.904296875 ) 
gpt2,fgd_subject.json,8,(9.416422843933105 > 7.521208763122559 ) & (18.84313678741455 < 17.788743495941162 ) 
gpt2,fgd_subject.json,9,(13.74280834197998 > 15.926526069641113 ) & (11.823551177978516 < 16.61563491821289 ) 
gpt2,fgd_subject.json,10,(13.069793224334717 > 14.758985042572021 ) & (11.70548152923584 < 18.80771839618683 ) 
gpt2,fgd_subject.json,11,(7.163907766342163 > 7.46133279800415 ) & (5.2354583740234375 < 11.64179801940918 ) 
gpt2,fgd_subject.json,12,(6.980802059173584 > 8.606414675712585 ) & (7.772158622741699 < 12.240716934204102 ) 
gpt2,fgd_subject.json,14,(19.894301891326904 > 17.394182920455933 ) & (13.669378280639648 < 12.629951477050781 ) 
gpt2,fgd_subject.json,19,(11.406375408172607 > 10.279773473739624 ) & (14.365972518920898 < 13.099662780761719 ) 
gpt2,fgd_subject.json,24,(15.086010456085205 > 16.459856033325195 ) & (6.4922776222229 < 10.922426223754883 ) 
gpt2,mvrr.json,5,(6.031033515930176 > 3.186399459838867) & (6.031033515930176 > 6.031033515930176) & ((6.031033515930176 - 3.186399459838867) > (6.031033515930176 - 3.186399459838867))
gpt2,mvrr.json,12,(16.522384643554688 > 12.85512638092041) & (16.522384643554688 > 16.842485427856445) & ((16.522384643554688 - 12.85512638092041) > (16.842485427856445 - 13.546690940856934))
gpt2,mvrr.json,14,(18.066877365112305 > 11.952265739440918) & (18.066877365112305 > 17.791494369506836) & ((18.066877365112305 - 11.952265739440918) > (17.791494369506836 - 11.343215942382812))
gpt2,mvrr.json,16,(10.66370677947998 > 9.196296691894531) & (10.66370677947998 > 10.168476104736328) & ((10.66370677947998 - 9.196296691894531) > (10.168476104736328 - 8.622206687927246))
gpt2,mvrr.json,19,(12.363449096679688 > 11.237666130065918) & (12.363449096679688 > 12.166848182678223) & ((12.363449096679688 - 11.237666130065918) > (12.166848182678223 - 10.20680046081543))
gpt2,mvrr.json,20,(14.975530624389648 > 14.57132625579834) & (14.975530624389648 > 15.425751686096191) & ((14.975530624389648 - 14.57132625579834) > (15.425751686096191 - 14.646916389465332))
gpt2,npi_src_ever.json,1,( 6.450066566467285 < 8.728490829467773 ) & ( 1.4268120527267456 < 4.999216556549072 ) & ( 6.450066566467285 < 4.999216556549072 )
gpt2,npi_src_ever.json,21,( 7.059383392333984 < 8.508685111999512 ) & ( 2.9103972911834717 < 7.041654586791992 ) & ( 7.059383392333984 < 7.041654586791992 )
gpt2,npi_src_ever.json,31,( 6.8971405029296875 < 8.414737701416016 ) & ( 2.268502712249756 < 6.74592924118042 ) & ( 6.8971405029296875 < 6.74592924118042 )
gpt2,npz_ambig.json,6,(12.906517028808594 > 10.010625839233398 ) &  (12.906517028808594 > 14.115241050720215 )  & ((12.906517028808594 - 10.010625839233398 ) > (14.115241050720215 - 9.872194290161133 ))
gpt2,npz_ambig.json,16,(7.175076484680176 > 5.7636799812316895 ) &  (7.175076484680176 > 8.101722717285156 )  & ((7.175076484680176 - 5.7636799812316895 ) > (8.101722717285156 - 5.327985763549805 ))
gpt2,mvrr_mod.json,5,(4.594203472137451 > 1.9543430805206299) & (4.594203472137451 > 4.594203472137451) & ((4.594203472137451 - 1.9543430805206299) > (4.594203472137451 - 1.9543430805206299))
gpt2,mvrr_mod.json,14,(17.7847900390625 > 12.319400787353516) & (17.7847900390625 > 17.5283145904541) & ((17.7847900390625 - 12.319400787353516) > (17.5283145904541 - 11.783731460571289))
gpt2,mvrr_mod.json,16,(8.383520126342773 > 7.817309856414795) & (8.383520126342773 > 8.946797370910645) & ((8.383520126342773 - 7.817309856414795) > (8.946797370910645 - 7.325359344482422))
gpt2,mvrr_mod.json,18,(12.558209419250488 > 8.067176818847656) & (12.558209419250488 > 13.150139808654785) & ((12.558209419250488 - 8.067176818847656) > (13.150139808654785 - 7.917994499206543))
gpt2,mvrr_mod.json,19,(12.70341682434082 > 11.354074478149414) & (12.70341682434082 > 12.982502937316895) & ((12.70341682434082 - 11.354074478149414) > (12.982502937316895 - 11.121615409851074))
gpt2,mvrr_mod.json,20,(15.21548080444336 > 15.02125072479248) & (15.21548080444336 > 15.360692977905273) & ((15.21548080444336 - 15.02125072479248) > (15.360692977905273 - 14.891739845275879))
gpt2,mvrr_mod.json,24,(14.313881874084473 > 11.087076187133789) & (14.313881874084473 > 13.622900009155273) & ((14.313881874084473 - 11.087076187133789) > (13.622900009155273 - 9.678430557250977))
gpt2,center_embed.json,17,( 4.751143455505371 + 13.976330757141113 ) < ( 11.727876901626587 + 6.31941032409668 )
gpt2,center_embed.json,23,( 5.24183464050293 + 9.216492652893066 ) < ( 7.080595016479492 + 6.889922618865967 )
gpt2,fgd-embed4.json,1,(6.909290075302124>6.967130184173584) & (14.213756382465363<14.493525266647339)
gpt2,fgd-embed4.json,3,(10.644762516021729>10.879379749298096) & (11.224718451499939<11.546525478363037)
gpt2,fgd-embed4.json,4,(6.659937620162964>6.677245855331421) & (10.57613456249237<10.527867078781128)
gpt2,fgd-embed4.json,9,(10.481359481811523>10.384917259216309) & (15.265978932380676<15.199581503868103)
gpt2,fgd-embed4.json,11,(7.197645425796509>6.88090193271637) & (18.840978622436523<18.348073482513428)
gpt2,fgd-embed4.json,12,(10.160709381103516>10.079161643981934) & (10.567404329776764<10.425035059452057)
gpt2,fgd-embed4.json,13,(5.0910964012146>5.928308010101318) & (18.502606868743896<19.046818256378174)
gpt2,fgd-embed4.json,16,(14.87285041809082>14.798986673355103) & (9.086154699325562<8.91013503074646)
gpt2,fgd-embed4.json,17,(12.914564728736877>12.969449043273926) & (12.212674975395203<12.328046441078186)
gpt2,fgd-embed4.json,20,(7.97375750541687>8.033558249473572) & (11.294358491897583<12.08735179901123)
gpt2,fgd-embed4.json,21,(9.383023738861084>9.408750057220459) & (15.556458473205566<15.880855560302734)
gpt2,reflexive_src_masc.json,6,( 6.513715744018555 < 6.229108810424805 ) & ( 1.5484672784805298 < 4.0358099937438965 )
gpt2,reflexive_src_masc.json,8,( 4.479739189147949 < 4.040667533874512 ) & ( 6.378496170043945 < 5.400049209594727 )
gpt2,reflexive_src_masc.json,9,( 9.094292640686035 < 8.457932472229004 ) & ( 7.734799385070801 < 6.902600288391113 )
gpt2,reflexive_src_masc.json,11,( 2.3515806198120117 < 2.3192625045776367 ) & ( 2.6269941329956055 < 4.028712272644043 )
gpt2,reflexive_src_masc.json,15,( 5.5921831130981445 < 6.700833320617676 ) & ( 6.63839864730835 < 5.894410610198975 )
gpt2,reflexive_src_masc.json,16,( 7.422440528869629 < 7.339249610900879 ) & ( 6.389654159545898 < 6.030035018920898 )
gpt2,reflexive_src_masc.json,19,( 3.364576816558838 < 1.6934036016464233 ) & ( 6.630622386932373 < 8.2926025390625 )
gpt2,subordination_pp-pp.json,2,(6.491132736206055 > 6.676609992980957 ) & (26.475574135780334 < 29.927085876464844 )
gpt2,subordination_orc-orc.json,7,(8.618287086486816 > 8.708575248718262 ) & (31.057272136211395 < 34.276707738637924 )
gpt2,subordination_orc-orc.json,19,(8.466471672058105 > 8.690286636352539 ) & (40.731050968170166 < 44.85499715805054 )
gpt2,subordination_orc-orc.json,22,(8.421385765075684 > 8.500458717346191 ) & (29.67964931903407 < 35.93495386745781 )
gpt2,number_orc.json,2,(10.844374656677246 < 9.566115379333496) & (9.89320182800293 < 10.614347457885742)
gpt2,number_orc.json,3,(15.547645568847656 < 15.41412353515625) & (14.970455169677734 < 15.861331939697266)
gpt2,number_orc.json,5,(11.827996253967285 < 6.72543478012085) & (6.414677143096924 < 12.994464874267578)
gpt2,number_orc.json,9,(5.275891304016113 < 2.8769428730010986) & (3.366091251373291 < 3.893831729888916)
gpt2,number_orc.json,15,(11.442831993103027 < 11.366339683532715) & (11.688450813293457 < 12.268864631652832)
gpt2,number_orc.json,16,(12.529130935668945 < 9.473199844360352) & (10.511558532714844 < 10.415840148925781)
gpt2,number_orc.json,17,(13.537104606628418 < 8.453822135925293) & (8.194072723388672 < 13.570110321044922)
gpt2,reflexive_orc_masc.json,6,( 6.455470561981201 < 6.264979839324951 ) & ( 1.64479660987854 < 4.60420036315918 )
gpt2,reflexive_orc_masc.json,9,( 4.804550647735596 < 3.3224339485168457 ) & ( 7.309954643249512 < 6.917040824890137 )
gpt2,reflexive_orc_masc.json,16,( 8.60366439819336 < 7.613109588623047 ) & ( 5.444628715515137 < 5.8472394943237305 )
gpt2,number_prep.json,3,(15.568989753723145 < 15.077488899230957) & (14.495140075683594 < 16.146743774414062)
gpt2,number_prep.json,5,(10.408519744873047 < 7.575000286102295) & (7.19351863861084 < 11.690962791442871)
gpt2,number_prep.json,16,(10.537666320800781 < 10.372283935546875) & (9.329402923583984 < 12.166423797607422)
gpt2,number_prep.json,17,(11.376602172851562 < 8.23388671875) & (7.992262840270996 < 12.700377464294434)
gpt2,fgd_object.json,6,(11.702157974243164 > 7.943036794662476 ) & (12.1364705869928 < 12.012335983105004 ) 
gpt2,npz_ambig_mod.json,1,(12.445796966552734 > 7.010794162750244 ) &  (12.445796966552734 > 13.422183990478516 )  & ((12.445796966552734 - 7.010794162750244 ) > (13.422183990478516 - 6.9177093505859375 ))
gpt2,npz_ambig_mod.json,6,(13.304606437683105 > 9.9457368850708 ) &  (13.304606437683105 > 12.959068298339844 )  & ((13.304606437683105 - 9.9457368850708 ) > (12.959068298339844 - 9.304637908935547 ))
gpt2,npz_ambig_mod.json,16,(6.91655969619751 > 5.779413223266602 ) &  (6.91655969619751 > 7.880943298339844 )  & ((6.91655969619751 - 5.779413223266602 ) > (7.880943298339844 - 5.508881568908691 ))
gpt2,npz_ambig_mod.json,22,(10.171311378479004 > 8.292898178100586 ) &  (10.171311378479004 > 11.658109664916992 )  & ((10.171311378479004 - 8.292898178100586 ) > (11.658109664916992 - 8.553607940673828 ))
gpt2,center_embed_mod.json,3,( 9.180398941040039 + 8.146742820739746 ) < ( 7.833414077758789 + 9.246757507324219 )
gpt2,center_embed_mod.json,17,( 4.229111671447754 + 14.211949467658997 ) < ( 10.993335247039795 + 5.944639205932617 )
gpt2,center_embed_mod.json,23,( 6.236879348754883 + 9.264678955078125 ) < ( 8.713258743286133 + 6.365504741668701 )
gpt2,center_embed_mod.json,28,( 8.014184951782227 + 8.974306106567383 ) < ( 6.942743301391602 + 9.811345100402832 )
gpt2,number_src.json,3,(13.602508544921875 < 13.090087890625) & (13.538081169128418 < 13.400652885437012)
gpt2,number_src.json,5,(11.354248046875 < 6.621582508087158) & (7.010437965393066 < 12.60689640045166)
gpt2,number_src.json,15,(9.868999481201172 < 11.246654510498047) & (11.10478401184082 < 10.934526443481445)
gpt2,number_src.json,17,(10.447000503540039 < 7.373208522796631) & (7.886561393737793 < 12.895075798034668)
gpt2,reflexive_orc_fem.json,1,( 6.55269718170166 < 5.343865394592285 ) & ( 4.015924453735352 < 6.436532974243164 )
gpt2,reflexive_orc_fem.json,5,( 3.3533289432525635 < 3.1273157596588135 ) & ( 7.7065300941467285 < 11.488183975219727 )
gpt2,reflexive_orc_fem.json,6,( 8.505885124206543 < 6.264979839324951 ) & ( 1.64479660987854 < 5.64564323425293 )
gpt2,reflexive_orc_fem.json,7,( 6.760211944580078 < 6.091007232666016 ) & ( 0.5234617590904236 < 3.6107993125915527 )
gpt2,reflexive_orc_fem.json,9,( 5.9468159675598145 < 3.3224339485168457 ) & ( 7.309954643249512 < 9.8456449508667 )
gpt2,reflexive_orc_fem.json,11,( 3.7639095783233643 < 3.2044689655303955 ) & ( 2.970583438873291 < 6.765230655670166 )
gpt2,reflexive_orc_fem.json,15,( 6.252902984619141 < 5.203426361083984 ) & ( 7.509357452392578 < 10.097583770751953 )
gpt2,reflexive_orc_fem.json,16,( 10.220134735107422 < 7.613109588623047 ) & ( 5.444628715515137 < 8.73023509979248 )
gpt2,reflexive_orc_fem.json,17,( 9.993462562561035 < 9.768731117248535 ) & ( 1.3323853015899658 < 5.960070610046387 )
gpt2,reflexive_orc_fem.json,19,( 3.190725326538086 < 2.6509151458740234 ) & ( 9.377820014953613 < 11.370030403137207 )
gpt2,fgd_pp.json,6,(13.222574472427368 > 13.446621775627136 ) & (16.14122323691845 < 16.749971568584442 ) 
gpt2,fgd_pp.json,15,(17.7097270488739 > 14.378235578536987 ) & (13.474656462669373 < 13.299633622169495 ) 
gpt2,fgd_pp.json,24,(9.635607868432999 > 9.80456556379795 ) & (11.082936763763428 < 12.024295330047607 ) 
gpt2,npi_orc_any.json,34,( 2.11608624458313 < 6.153631210327148 ) & ( 1.2064182758331299 < 1.1410088539123535 ) & ( 2.11608624458313 < 1.1410088539123535 )
EleutherAI/gpt-j-6b,fgd_hierarchy.json,1,(10.65965861082077 >  11.780780851840973) & (10.88716834783554 <  16.717711806297302)
EleutherAI/gpt-j-6b,fgd_hierarchy.json,2,(9.90500819683075 >  8.160916924476624) & (10.352110624313354 <  8.825475215911865)
EleutherAI/gpt-j-6b,fgd_hierarchy.json,3,(13.259200096130371 >  14.528515815734863) & (12.654829502105713 <  15.60217809677124)
EleutherAI/gpt-j-6b,fgd_hierarchy.json,4,(6.559765636920929 >  7.77302348613739) & (9.173559308052063 <  17.363988161087036)
EleutherAI/gpt-j-6b,fgd_hierarchy.json,5,(13.679359912872314 >  9.020241737365723) & (12.733978748321533 <  11.263245105743408)
EleutherAI/gpt-j-6b,fgd_hierarchy.json,6,(11.965983748435974 >  12.043230593204498) & (10.865916043519974 <  16.624956130981445)
EleutherAI/gpt-j-6b,fgd_hierarchy.json,7,(13.410187721252441 >  16.374030113220215) & (12.739080905914307 <  18.594783782958984)
EleutherAI/gpt-j-6b,fgd_hierarchy.json,8,(13.198173999786377 >  10.865398645401001) & (18.079140663146973 <  13.772896766662598)
EleutherAI/gpt-j-6b,fgd_hierarchy.json,9,(8.922069311141968 >  9.549523830413818) & (7.369148015975952 <  15.103511810302734)
EleutherAI/gpt-j-6b,fgd_hierarchy.json,16,(15.883663892745972 >  16.902786254882812) & (16.58968234062195 <  21.108404874801636)
EleutherAI/gpt-j-6b,fgd_hierarchy.json,18,(8.158796072006226 >  8.919597625732422) & (8.25547170639038 <  17.352127075195312)
EleutherAI/gpt-j-6b,fgd_hierarchy.json,20,(7.49036979675293 >  7.5390424728393555) & (9.230262756347656 <  14.15401554107666)
EleutherAI/gpt-j-6b,fgd_hierarchy.json,24,(6.34313228726387 >  7.305839262902737) & (7.302206754684448 <  9.486765384674072)
EleutherAI/gpt-j-6b,subordination_src-src.json,18,(10.736071586608887 > 10.77764892578125 ) & (30.069165110588074 < 41.19616436958313 )
EleutherAI/gpt-j-6b,reflexive_src_fem.json,1,( 5.63002872467041 < 2.830434799194336 ) & ( 1.9964144229888916 < 7.498525619506836 )
EleutherAI/gpt-j-6b,reflexive_src_fem.json,2,( 7.601078510284424 < 6.26536226272583 ) & ( 4.096846580505371 < 7.30531120300293 )
EleutherAI/gpt-j-6b,reflexive_src_fem.json,3,( 8.86028003692627 < 7.843478202819824 ) & ( 5.954224109649658 < 10.696402549743652 )
EleutherAI/gpt-j-6b,reflexive_src_fem.json,4,( 6.9197797775268555 < 5.170351982116699 ) & ( 4.189767837524414 < 5.54708194732666 )
EleutherAI/gpt-j-6b,reflexive_src_fem.json,5,( 5.587345600128174 < 5.486907482147217 ) & ( 6.180464267730713 < 10.770090103149414 )
EleutherAI/gpt-j-6b,reflexive_src_fem.json,6,( 9.026643753051758 < 7.660276412963867 ) & ( 3.4589552879333496 < 7.026063442230225 )
